gram	#words	#occurrences	example1	example2	example3
├eff	5	34	effect	effecten	effecte
├And	14	34	Andragiery	Ando	Andrea
├lyf	13	34	lyffeygene	lyfFtocbt	lyff
├rap	12	34	rapport	rapporteren	rapporteert
├myl	5	34	myltje	mylen	myle
├hov	2	34	hove	hoven
├Dat	1	34	Dato
├Ama	9	34	Amant	Amat	Amathia
├Onr	1	34	Onrust
├ker	6	33	kerck	kercken	keren
├oos	14	33	oosten	oostzyde	oostwaerts
├omd	3	33	omdat	omde	omden
├bey	4	33	beyden	beyde	beyveringh
├Die	11	33	Dienselven	Diemen	Diego
├Twi	2	33	Twist	Twisl
├Met┤	1	32	Met
├600┤	1	32	600
├ter	15	32	terslont	terstont	tergiversatien
├gis	4	32	gissinge	gissingh	gisteren
├eer┤	1	32	eer
├Bac	5	32	Bacarj	Back	Backer
├Gap	14	32	Gapiteyn	Gappers	Gapiteynen
├Sam	11	32	Sambas	Samarangh	Samacca
├Pie	8	32	Pieter	Pieler	Pietersz
├gom	9	32	gommelaccca	gommelac	gommelacca
├Men	8	32	Menie	Mendes	Menecs
├tho	18	31	thoUen	thollen	thot
├vyf	9	31	vyfligh	vyff	vyfftigh
├slu	15	31	sluckjens	slucken	sluyten
├lof	10	31	loff	loffelycken	loflf
├out	12	31	outsten	outfangen	out-Gouverneur
├164	5	31	1641	1640	1646
├rod	1	31	rode
├Ray	3	31	Raymontry	Raymontrj	Raya
├Agr	4	31	Agra	Agrase	Agrasen
├zul	3	30	zulcx	zullen	zullende
├Lee	9	30	Leecq	Leeck	Leeuwen
├eet	6	30	eetwaren	eeten	eetbare
├geé	12	30	geéyscht	geéxecuteert	geéyschte
├Tou	13	30	Touhender	Toutou	Tounalim
├400┤	1	30	400
├ops	18	30	opstaen	opseth	opsamelinge
├von	6	30	vont	vonden	vonde
├Cor	15	30	Cornelis	Cortincx	Coriinck
├God┤	1	30	God
├bie	8	30	bieden	biertoe	bier
├pun	8	30	punct	punt	punctuelyck
├Cab	2	30	Cabo	Cabou
├tyt	3	30	tyts	tytelen	tytel
├Dom	7	30	Domingo	Dominicus	Domingos
├was	11	30	wasch	wasS	wasden28
├vri	16	29	vriendelyck	vriendelycke	vrilde
├juw	3	29	juweelen	juwelen	juweel
├Sed	3	29	Sedert	Sediamet	Sediamst
├bat	8	29	battalie	bataille	batterye
├gef	20	29	gefouriert	gefirmeerl	gefrustreert
├clo	18	29	cloot	cloeckmoedigh	clom
├Arr	11	29	Arrackie	Arracan	Arriveert
├bej	6	29	bejegent	bejagen	bejegenen
├spo	16	29	spoedighste	spoedighsl	spot
├Tot┤	1	29	Tot
├nav	8	29	navigeren	navolgende	navetten
├sab	8	29	saboua	sabel	sabandar
├Gel	7	29	Geluck	Gelyck	Gelooff
├Pou	10	29	Pouattj	Poulo	Poucelouck
├bun┤	1	29	bun
├aju	3	29	ajuyn	ajuin	ajudia
├pee	4	29	peerlen	peeper	peeckepeecke
├Pau	5	29	Paulus	Pauw	Paul
├Tic	4	28	Tico	Ticou	Ticos
├Sab	9	28	Sabandar	Sabbadyn	Sabartiban
├Ram	4	28	Rama	Rambou	Ramban
├mel	4	28	melck	meldende	melden
├imp	18	28	impositien	impotenten	importante
├Cos	3	28	Coster	Coseked	Cosler
├Par	11	28	Parsia	Parsiaense	Parsiaen
├Goe	7	28	Goes	Goegoege	Goede
├U.E	2	28	U.Ed	U.E.E
├Was	6	28	Wasul	Wassenaer	Wassenaei*s
├HoU	7	28	HoUandt	HoUantse	HoUanderen'bedryff
├Pun	8	28	Punte	Punto	Punt
├hav	5	28	havens	haven	havenen
├Oli	10	28	Oliphant	Olipbant	Olilinia
├pot	6	28	potten	potjen	potentaten
├(al	10	27	(als	(alsschoon	(aldaer
├adm	7	27	administralie	admitteren	admitteeren
├ref	12	27	reformatie	refereren	refuseren
├Min	10	27	Minne	Minalaky	Mindanaers
├Mor	6	27	Morhon	Moren	Morangh
├vlu	4	27	vluchten	vlucht	vluchtens
├Pet	5	27	Petten	Petapoulj	Petapouli
├act	6	27	actiën	actueelen	acte
├U.E┤	1	27	U.E
├Cas	11	27	Casteel	Castercum	Castercom
├gav	2	27	gaven	gave
├bor	14	27	borstweeringh	borgers	borstweringen
├Jon	8	27	Jonge	Jonas	Jone
├Zee	5	27	Zeeusche	Zeelant	Zeehaen
├hof	7	27	hoff	hoflf	hoflF
├Anu	2	27	Anum	Anums
├Sen	15	27	Sencier	Senlier	Sensier
├fac	16	26	facyl	facetwerck	facetten
├dia	8	26	diamant	diamanten	diamant-pendanten
├Cou	17	26	Courtens	Cousyn	Couteringen
├Adr	3	26	Adriaen	Adragirj	Adriaense
├Gas	5	26	Gasteel	Gaslricum	Gastro
├vli	8	26	vlieger	vliegenden	vliegertjen
├gul	3	26	gulden	guldens	gulle
├mun	7	26	mundentien	munten	munter
├fre	8	26	fregat	frequenterende	frequentatie
├tim	9	26	timmerhout	timpel	timmerende
├bae	7	26	bael	baer	baest
├(ge	5	26	(gelyck	(gelost	(geene
├Ams	2	26	Amsia	Amsterdam
├wal┤	1	26	wal
├Ott	2	26	Ottens	Otter
├gor	8	26	goraps	gorab	gordel
├Gem	4	26	Gemelte	Gemerckt	Gembongh
├lyn	4	26	lynwaet	lynwaten	lynwaeten
├cab	8	26	cabels	cabessa	cabes$a
├rot	10	26	rottangh	rottingen	rotlangh
├Phi	10	26	Phillips	Philips	Philippo
├150┤	1	25	150
├zuy	12	25	zuytzyde	zuylsyde	zuytsyde
├Dar	6	25	Darou	Daracop	Darmaradt
├jae┤	1	25	jae
├Bra	9	25	Braham	Bramenes	Bramane
├ult	2	25	ultimo	ultgeputh
├ana	3	25	anachoda	anachodas	anacboda
├Lau	14	25	Laut-Geram	Laurens	Lauwer
├rom	4	25	rompen	romp	rompe
├ser	14	25	serieuselyck	servituyt	sergeant
├Cay	9	25	Caya	Cayely	Caybobors
├min┤	1	25	min
├hel┤	1	25	hel
├thi	7	25	thienmael	thien	thin
├Ter	12	25	Terlolen	Ternatanen	Ternaten
├poe	10	25	poelut	poel	poetsjock
├Duy	11	25	Duytsche	Duyff	Duyve
├May	11	25	Mayoor	Mayor	MayS
├ast	1	25	asta
├qui	17	25	quicksilver	quiati	quiatj
├syl	2	24	sylieden	syluyden
├Mee	6	24	Meer	Meere	Meerman
├Tho	6	24	Thomas	Thome	Thomaskerck
├For	9	24	Forcenburgh	Force	Formosa
├var	7	24	varen	variable	variabel
├Bal	13	24	Ballacky	Balsian	Baly
├Nae	7	24	Nae't	Naer	Naerdien
├cro	7	24	croone	croon	cromhout
├gas	5	24	gastos	gasten	gasteren
├sac	11	24	sach	sacken	sacrificien
├Tol	12	24	Toloucke	Tolucco	Tolgen
├att	15	24	attenteren	attrapperen	attenderen
├hen	8	24	henluyden	hena	henlieden
├TRA	2	24	TRANSLAET	TRANSLAËT
├afl	22	24	aflgebroocken	aflgehouwen	aflgeladen
├Hil	4	24	Hilla	Hiltoelamma	Hilta
├iet	2	24	iets	ietwes
├Dee	7	24	Deenen	Deens	Deense
├uyr	2	24	uyre	uyren
├emp	13	24	emportant	emportance	emporterende
├Ack	4	24	Ackerslooth	Ackersloot	Ackerslool
├pap	4	24	papier	papen	pape
├Cro	6	24	Croocq	Crooc	Croock
├lax	3	24	laxamana	laxamanas	laxaniana
├Hoo	11	23	Hoogh	Hoopwel	Hoop
├Bon	6	23	Bontemps	Bonoa	Bonoas
├sit	5	23	situatie	sittende	sitten
├wap	3	23	wapenen	wapen	wapens
├soc	6	23	sockels	socht	sochten
├set	6	23	setten	setiden	setlen
├Hse	3	23	Hselve	Hseggen	Hsecours
├Nep	5	23	Neptunus	Nepthunus	Neptunis
├Win	4	23	Wingurla	Winguria	Wingerla
├ket	8	23	kettingh	kettinghboeven	ketels
├Hat	19	23	Hatily	Hatibj	Hatip
├Gry	7	23	Grypskerck	Grypskercken	Grypskerckens
├tam	10	23	tamelyck	tamboer	tampi
├sek	4	23	sekeren	sekere	seker
├Cac	4	23	Cackyaly	Cackialj	Cackiali
├spa	11	23	spannen	spaert	spaeck
├Had	3	23	Hadden	Hadde	Hadia
├Gra	6	23	Gracht	Graeff	Grappe
├gar	8	23	garen	gardyn	garbeleren
├Oos	8	23	Oost-lndise	Oostcappel	Oosl-indise
├lar	8	23	larynen	largeren	largeeren
├Rat	4	23	Rato	Rata	Rattacatoa
├opc	8	22	opclimmende	opcoop	opcomend^i
├fav	9	22	faveur	faveuren	favorale
├rin	6	22	ringen	rinck	rinden
├rel	8	22	relaxatie	religie	relaes
├def	7	22	defentie	defensiff	defenlie
├rol	5	22	rolt	roltanghslagen	rolle
├viv	1	22	vivres
├lyd	6	22	lydelyck	lydende	lyden
├(do	5	22	(door	(docb	(doch
├Cer	6	22	Ceram-Laut	Ceram	Cerams
├ren	12	22	renverseren	renoceros	renegado
├dev	5	22	devotie	devoir	devoiren
├hos	9	22	hospitael	hostagiers	hostiliteyt
├Opr	3	22	Opra	Opras	Oprust
├Een	3	22	Eenige	Eendracht	Eenen
├rop	2	22	ropias	ropia
├Sum	4	21	Sumatra	Sumalras	Sumatrase
├cam	7	21	campher	camer	campioenen
├vol┤	1	21	vol
├Wel	7	21	Welcke	Welgaka	Welcken
├(sy	3	21	(synen	(synde	(syude
├Luc	6	21	Lucht	Luconio	Luconia
├slo	17	21	sloulelyck	slont	slockxken
├amp	10	21	ampt	amphioen	amphion
├vle	7	21	vleugelen	vlees	vleys
├Sal	11	21	Salem	Salouto	Salmander
├snu	4	21	snuysteringh	snuysleringh	snuysteringe
├Ran	7	21	Rande	Randen	Rania
├sup	13	21	suppleren	supporteren	superb
├nau	12	21	nauwernoot	nauwemoot	naulyck
├rys	10	21	ryslast	ryst	rysvelden
├ofl	6	21	ofle	oflf	ofltdeckinge
├Lon	7	21	Lonthor	Londen	Loncquiauw
├Ker	4	21	Kerokringh	Kerckringh	Kerckeringh
├Cae	4	21	Caen	Caeff	Caep
├onw	16	21	onwaerachtigh	onwettelyck	onwaerbeden
├Ann	3	21	Anno	Anna	Annam
├Tri	11	21	Trigo	Trimelevaes	Trimelevaz
├pel	6	21	pelongh	pelongb	pelangh
├boc	5	21	bocht	bock	bockins
├opb	8	21	opboeyden	opbreecken	opbouwingh
├110┤	1	21	110
├sat	7	21	sattyn	sattynen	saten
├not	7	21	noten	notitie	notabels
├amm	5	21	ammonitie	ammunitie	ammannam
├din	5	21	dingens	dinck	dingen
├ext	14	21	ext'raordinarie	extraordinarie	extreme
├Tra	8	21	Trangebare	Trange	Trangabare
├Eur	7	21	Europa	Europise	Europianen
├400	2	21	4000	40000
├Sno	2	21	Snouck	Snouc
├imm	2	20	immers	immer
├chr	9	20	chryghsmacht	chryghsvolck	christenen
├yem	3	20	yemant	yemants	yemandt
├Tam	9	20	Tamara	Tama(en	Tamate
├uyl	16	20	uylvoerende	uylvocreude	uylgesondert
├bid	6	20	bidden	bidje	bidde
├Bre	6	20	Bredannus	Bredam	Bredamme
├tar	10	20	tardeeren	tardeert	tardements
├hec	8	20	hechte	hechtenisse	hecht
├vat	5	20	vaten	vati	vatten
├oly┤	1	20	oly
├mem	3	20	memorie	memorabile	memoedys
├bol	6	20	bolwerck	bolwercken	bolatins
├Die┤	1	20	Die
├moo	11	20	mooghlycken	moorden	moorders
├nod	7	20	nodigh	node	nodiger
├Tom	12	20	Tomasingh	Tomaskerck	Tomé
├ell	9	20	ellen	ellendigen	ellendighste
├120┤	1	20	120
├Peg	1	20	Pegu
├Los	5	20	Lossen	Lossarj	Losharj
├inf	11	19	informatie	infesteren	infectie
├Her	9	19	Herberts	Hermansz	Hertsingh
├d*o	5	19	d*onse	d*oude	d*onsen
├Mog	7	19	Mogo	Mogen	Mogol
├Nar	14	19	Nara	Narolamma	Narissen
├voi	3	19	voick	voilrocken	voirderen
├fau	4	19	fauten	faule	faulte
├Hed	1	19	Heden
├Suc	2	19	Succadana	Succadanna
├Sun	1	19	Sunda
├onr	15	19	onreyne	onreedelyck	onrechte
├dre	7	19	dreven	dreygementen	dreygen
├Lao	5	19	Laout	Laoiit	Laomite
├Aen	5	19	Aengaende	Aende	Aenden
├Era	3	19	Erangh	Erang	Eranghs
├Wal	8	19	Walvisch	Walraven	Walvis
├roc	3	19	rocken	rochevellen	rock
├Rey	8	19	Reynsbnrg	Reynsburgh	Reynier
├mai	6	19	mainteneren	maiores	maintimentos
├pet	8	19	petackeu	petolen	pettuala
├agu	4	19	aguelhout	aguilhout	agulhout
├ran	7	19	rantsoen	randen	rantsoenen
├Ruy	4	19	Ruyter	Ruygenbouck	Ruygenhouck
├Iqu	2	19	Iquan	Iquans
├Des┤	1	18	Des
├uyl┤	1	18	uyl
├eve	2	18	even	evenwel
├Bin	7	18	Binlocna	Binone	Bingam
├ses┤	1	18	ses
├Str	3	18	Straat	Straet	Strate
├civ	8	18	civilen	civile	civielen
├(vo	3	18	(volgen	(volgens	(voor
├uwe	2	18	uwen	uwer
├v^a	7	18	v^as	v^anneer	v^aeren
├Nic	3	18	Nicolaes	Nicko	Nicelaes
├Uyt	4	18	Uythoeck	Uyttrecht	Uytrecht
├Son	10	18	Sondagbs	Sondagb	Sonda
├toc	3	18	tocht	tocgelaelcn	tocgestaen
├800┤	1	18	800
├Swa	4	18	Swager	Swaen	Swart
├Hal	11	18	Haltoue	Haleyers	Halacca
├Way	4	18	Wayboutj	Waysamma	Waybouty
├Sar	6	18	Sarangh	Sarapada	Saranara
├Exp	2	18	Expeditie	Expediiie
├130┤	1	18	130
├baf	2	18	baftas	baflas
├mas	8	18	massief	masten	mast
├Vis	7	18	Visiapoursen	Visiapourder	Visiapoufder
├Pip	5	18	Pipilj	Pipely	Pipelj
├Vin	5	18	Vintena	Vinck	Vincke
├d*s	2	18	d*schippers	d*selve
├Bia	1	18	Biana
├Nae┤	1	17	Nae
├Lax	4	17	Laxamana	Laxamapa	Laxamaua
├inv	9	17	invaderen	invougen	inviel
├oir	3	17	oirsaecke	oirsake	oirsaken
├pos	9	17	posten	posture	postuyre
├Ond	7	17	Ondertusschen	Ondercoopman	Onderteeckent
├sev	3	17	seven	sevenden	sevende
├dap	3	17	dapper	dapperheyt	dappers
├Pah	2	17	Pahangh	Pahan
├Gil	9	17	Gillis	Gilole	Gilles
├sui	5	17	suicxdat	suilende	suite
├cra	11	17	crancke	cranckbesoeckers	cracht
├Rev	3	17	Revengie	Revinge	Revenge
├lak	2	17	laken	lakenen
├wyl	4	17	wylen	wyluyden	wyle
├Nas	8	17	Nassouw	Nassaron	Nassau
├leu	7	17	leugenen	leugenachtige	leugenaer
├vei	17	17	vei'slaen	vei'soeckeU.Ed	vei*sterckende
├tas	4	17	tasten	tastelycke	tasschen
├ned	9	17	neder	nedergeseth	nederbucken
├Lan	10	17	Lanourou	Lanite	Langerack
├inl	8	17	inlantse	inlantsen	inleggen
├Oud	6	17	Oudjou	Oudewater	Oude
├Jag	2	17	Jago	Jager
├Cbi	8	17	Cbineese	Cbinanna	Cbinesen
├Vol	1	17	Volgens
├byg	10	17	bygecomen	bygelegene	bygevoecht
├rob	5	17	robynen	robyntjens	robyn
├gir	3	17	giroffelnagelen	giroflel	giroffel
├Ven	2	17	Venlo	Vendncns
├Thy	4	17	Thyszen	Thysz	Thyss
├300	2	17	3000	30000
├Roc	4	17	Roch	Rocho	Rochado
├cot	5	17	cotnen	cotnptoiren	cottoen
├Tae	6	17	TaeckemondS	Taeckemond	Taeckemondonne
├Lis┤	1	17	Lis
├foe	3	17	foelie	foeUe	foelye
├Dat┤	1	16	Dat
├Alc	4	16	Alchin	Alchinse	Alchyn
├fir	3	16	firmalie	firmans	firman
├geë	9	16	geëyscht	geësmalteert	geëffectueert
├che	8	16	chergeerende	cherges	chergeandt
├oog	7	16	oogen	ooghluyckend	ooghluyckinge
├ten	7	16	tendeerende	teneur	tendeerden
├air	3	16	aireede	airede	airen
├bur	7	16	burgeren	burgery	burgerye
├mag	11	16	magasynen	maght	magasyn
├ale	3	16	aleer	aleas	alea
├yve	2	16	yver	yverich
├Gor	6	16	Goram	Gorontale	Gorap
├coe	9	16	coeckjens	coebeesten	coebans
├250┤	1	16	250
├Anl	7	16	Anlhony	Anlhouio	Anlhonio
├pie	10	16	pienapgh	pienangh	piecken
├sir	12	16	siryden	siribladen	siri
├exe	6	16	exempel	execuserende	exempt
├Sut	3	16	Sutphen	Sutphcu	Sutpheen
├Nac	8	16	Nachlegael	Nachtegael	Naconse
├abs	5	16	absent	absentie	absoluyt
├ett	3	16	ettelycke	ettclycke	ettenes
├ele	1	16	eleeden
├vir	12	16	viraren	viraeromme	virorden
├MIS	1	16	MISSIVE
├Ck)	6	16	Ck)ninck	Ck)mp	Ck)nnerechittj
├sar	5	16	sarassa	sarstssa	sarassen
├Ari	6	16	Ariputure	Aria	Arimasen
├len	6	16	lenghte	lengte	lende
├oml	3	16	omleggende	omleyden	omlage
├Hur	2	16	Hurt	Hurcke
├Dol	1	16	Dolphyn
├thu	4	16	thuys	thuynen	thupen
├tin┤	1	16	tin
├g'i	8	16	g'intituleert	g'informeert	g'inrolleert
├Mir	4	16	Mirmousa	Mirminsa	Mirmoüsa
├Say	3	15	Sayer	Saydy	Saya
├erl	4	15	erlangen	erlangt	erlanght
├Geu	8	15	Geus	Geuseratse	Geuseratten
├lus	5	15	lust	lustigh	lusthoff
├Joa	2	15	Joan	Joannes
├Adv	4	15	Adviseert	Adviso	Advis
├dal	5	15	dalse	dalelyck	dalen
├erk	6	15	erkennen	erkentelycke	erkent
├Rut	3	15	Ruttem	Ruttems	Rutten
├Cla	4	15	Clady	Claes	Clangb
├pal	11	15	pallisaden	palmyt	palinyten
├spy	6	15	spyscamer	spyse	spyckers
├ern	7	15	ernst	ernstelyck	ernstigb
├Son┤	1	15	Son
├Rom	5	15	Romacay	Romerswael	Rommerswael
├Ghe	2	15	Gherrebon	Gheylon
├500	2	15	5000	50000
├dep	8	15	deposito	dependeren	depositie
├gag	4	15	gagie	gagieren	gagien
├sap	5	15	sappangh	sappanhout	sappanbout
├afs	10	15	afsteken	afschepinge	afscheyt
├Den	4	15	Denen	Denemarcken	Denemarckse
├600	3	15	6000	6008	6009
├Are	2	15	Arent	Arenemuyden
├140┤	1	15	140
├Bor	5	15	Borneo	Bormma	Boromma
├Hel	3	15	Helm	Helmont	Helmonl
├Wic	2	14	Wichtmans	Wichtman
├inb	11	14	inbeeldende	inbeeldinge	inbrachten
├alr	4	14	alreets	alrecde	alreede
├oyt┤	1	14	oyt
├Egm	1	14	Egmont
├hey	4	14	heylighen	heymelyck	heyt
├one	12	14	oneenigheyt	oneen	oneerbaerheyl
├wre	10	14	wrenschte	wrel	wreesen
├alv	6	14	alvooren	alvoren	alviraer
├hui	2	14	huipe	huise
├l)e	14	14	l)eseth	l)eter	l)emerckende
├Buy	3	14	Buyren	Buys	Buyter
├cap┤	1	14	cap
├onh	5	14	onheyl	onheylen	onhebbelyckheyt
├Lie	4	14	Lieffde	Lieutenant	Liela
├Bae	5	14	Baelsjanse	Baetsjanders	Baetsjan
├Hwe	4	14	Hwelck	Hwerck	Hwelcke
├elc	5	14	elck	elckens	elcx
├quy	3	14	quynen	quyt	quymende
├deg	6	14	degene	degen	dege
├Our	3	14	Ourien	Oureens	Ouriens
├Mau	3	14	Mauritius	Maurituis	Maulana
├wyn┤	1	14	wyn
├Rac	4	14	Raccan	Raccanders	Racbiot
├buf	5	14	buffelhoorns	buffels	buffelshuyden
├vne	6	14	vnert	vnerd	vnerden
├bad┤	1	14	bad
├col	6	14	coloriken	coleur	colomnien
├Pes	5	14	Pessaert	Pessart	Pessaerts
├Gol	8	14	Golconda	Golle^ie	Golcanda
├sma	6	14	smaldeelt	smakende	smalle
├Don┤	1	14	Don
├Mit	2	14	Mitsgaders	Mits
├Moc	3	14	Mocha	Mock	Mochase
├pin	7	14	pintado	pincha	pinchalingh
├mam	4	14	mamoedys	mamoedy	mamoedj
├wyd	3	13	wyderingh	wyders	wydt
├Eer	6	13	Eerst	Eerstelyck	Eerw
├art	8	13	artiflciele	artyckel	articulen
├Dir	5	13	Dirck	Dircxz	Directeur
├Pas	7	13	Passies	Passeman	Passier
├deb	9	13	debvoir	debil	debiteurs
├Wae	10	13	Waer	Waerop	Waeniyt
├dif	8	13	differeren	differentie	different
├lyt┤	1	13	lyt
├too	9	13	toomich	toopegenaemt	toorn
├Ick┤	1	13	Ick
├eeu	8	13	eeuwigh	eeuwige	eeuighsints
├Bel	6	13	Belangende	Belljtte	Bellesoor
├plu	6	13	plucken	pluck	plunderen
├poi	4	13	poincten	poinct	point
├eed	7	13	eeden	eede	eedelen
├los	6	13	lossen	losse	lossende
├noe	5	13	noens	noemen	noen
├Int	2	13	Intche	Intsje
├120	6	13	1200	120975	12085
├cog	3	13	cogels	cogel	cognosement
├rem	9	13	remedie	remonstrantie	remos
├ton	4	13	tonen	tonnen	tony
├ram	6	13	rampaerden	ramboutyns	rambotyns
├reb	8	13	rebellen	rebenen	rebelle
├rov	3	13	roven	rovers	roveryen
├Lar	5	13	Laricque	Larentocque	Larique
├vla	9	13	vlammen	vlamme	vlam
├Van	4	13	Vanden	Vander	Van't
├(uy	4	13	(uytgesondert	(uyt	(uytwysende
├Nab	4	13	Nabab	Nabi	Naby
├the	5	13	thee	theden	theyt
├Ryp┤	1	13	Ryp
├Blo	3	13	Block	Blocks	Blocq
├150	3	13	1500	15000	150433
├Aar	1	13	Aaron
├See	6	13	Seeckere	Seer	Seelandia
├ebb	4	13	ebbenhout	ebbenbout	ebbenhoudl
├les	5	12	lesen	lesten	lest
├Dra	2	12	Draerk	Draeck
├let	5	12	letteren	letter	letten
├Wyd	2	12	Wyders	Wydenes
├rhe	2	12	rheede	rhede
├Een┤	1	12	Een
├Bim	3	12	Bima	Bimelepatnam	Bimas
├vee┤	1	12	vee
├cas┤	1	12	cas
├req	4	12	request	requesten	requeste
├(om┤	1	12	(om
├(ve	2	12	(vermits	(veyns^e
├Ima	3	12	Iman	Imam	Imans
├bea	3	12	beantwoordt	beantwoorden	beantwoort
├sin	10	12	sinne	sinistre	sinceriteyt
├fey	6	12	feyt	feylen	feytelyckbeyt
├syt┤	1	12	syt
├(de	6	12	(dewelcke	(der	(des
├Ani	7	12	Anihonio	Anin	Anite
├Soo	6	12	Sooveel	Sooliangh	Soomede
├bru	5	12	brugge	bruynen	bruyne
├muy	5	12	muyren	muysken	muyr
├lau	8	12	lauangh	lauanghs	laul
├dub	6	12	dubbelde	dubbeld	dubbelt
├Mou	8	12	Moulut	Moulmaecker	Moutmaker
├Gac	3	12	Gackyaly	Gackialj	Gackialys
├Lat	7	12	Latalorj	Lataloris	Latou
├Rin	4	12	Ringj	Ringi	Rinoceros
├afi	11	12	afitreck	afifgesondene	afisteecken
├Hac	9	12	Haccassar	Hacao	Haccau
├cun	6	12	cuntschap	cunnende	cundigen
├Olo	2	12	Oloangh	Oloangb
├won	6	12	wonderlycke	wonde	woningen
├fee	8	12	feenemael	feesten	feest
├jur	2	12	jurisdictie	jurou
├Coe	11	12	Coetche	Coecop	Coecap
├Noo	5	12	Noortsler	Noort	Noortsterre
├Val	3	12	Valckenburch	Valerio	Valck
├Han	11	12	Hangeemath	Hanicabars	Hannac
├d*e	3	11	d*eylanden	d*eene	d*een
├Opp	4	11	Oppercoopman	Opperhooft	Oppercoopmans
├(na	2	11	(nae	(naer
├mey	5	11	meyninge	meynen	meyskens
├(wa	5	11	(waeronder	(waer	(waervan
├mes	7	11	mestis	mesnageren	messen
├zou	2	11	zout	zoudt
├gon	6	11	gonst	gongen	gonsligh
├v^e	10	11	v^elken	v^eromme	v^er
├etm	3	11	etmael	etmalen	etmaei
├bus	4	11	buscruyt	buscrayt	buscruyl
├Wac	4	11	Wachler	Wachter	Waccasive
├hog	3	11	hogen	hoger	hogeren
├coc	8	11	cockxhuysen	cocus-boomen	cocusnooten
├jag	3	11	jagen	jagende	jagers
├hev	6	11	hevige	hevigheyt	hevigheyl
├Kis	2	11	Kissel	Kistapaneyck
├Cib	3	11	Ciborj	Cibory	Ciboris
├(ho	6	11	(hoewel	(hoonden	(hooft
├coi	6	11	coinende	coiras	coimen
├dem	7	11	demissie	demiteren	demolieren
├Tem	6	11	Temate	Tematanen	Tematen
├hac	4	11	hacken	hackende	hacr
├kan	7	11	kant	kans	kanneken
├fur	7	11	furieus	furieusêr	furnerende
├Int┤	1	11	Int
├Uli	3	11	Uliassers	Uliasse	Uliasser
├Dan	4	11	Daniel	Danmiack	Danunack
├dam	4	11	damman	damasten	dammers
├Ori	4	11	Orisse	Orixa	Orientalis
├Som	4	11	Sombavira	Somma	Somdit
├6oa┤	1	11	6oa
├boe┤	1	11	boe
├tax	5	11	taxeren	taxatie	taxeeren
├Mey┤	1	11	Mey
├Gan	8	11	Ganty	Gantonse	Gantar
├hem	7	11	hembden	hembt	hemsteen
├nam┤	1	11	nam
├vex	2	11	vexatie	vexatien
├Cot	7	11	Cotoptsia	Cotta	Cotiar
├wek	2	11	wekken	wekkers
├mod	4	11	modliar	modliars	modUar
├ede	5	11	edelman	edelluyden	edelen
├cba	4	11	cbaloupen	cbampan	cbampans
├Opt┤	1	11	Opt
├Goa	5	11	Goas	Goase	Goasche
├Mas┤	1	11	Mas
├oly	3	11	olye	olyen	olyphant
├Sym	4	10	Symon	Symio	SymoD
├vuy	7	10	vuylesieckte	vuyligheden	vuyl
├*sC	2	10	*sConincx	*sComp
├ffi┤	1	10	ffi
├Lil	4	10	Lilloula	Lilleboy	Lillebou
├twi	5	10	twistigh	twist	twistmaeckers
├dun	3	10	dunckt	dunne	duncken
├fon	6	10	fondamenteelder	fondamentale	fondergebracht
├amo	4	10	amonitiên	amonitie	amock
├lin	7	10	linnen	linga	lingua
├juy	2	10	juyst	juytas
├Gul	1	10	Gulde
├g'a	8	10	g'armeert	g'arriveert	g'accompangeert
├Rae	5	10	Raet	Raetsheren	Raedt
├lec	6	10	leccagie	lecture	lecht
├Mon	10	10	Monterende	Montfort	Monar
├oom┤	1	10	oom
├heb┤	1	10	heb
├wys┤	1	10	wys
├bem┤	1	10	bem
├caf	4	10	caffers	caffir	cafiBlas
├Moa	1	10	Moar
├Doo	4	10	Door	Doornickse	Doorluchtichsten
├Gab	3	10	Gabo	Gabbra	GaboCommeryn
├byn	1	10	bynae
├Omm	1	10	Omme
├Dav	5	10	David	Davolo	Davola
├Hge	8	10	Hgene	Hgeberchte	Hgedruys
├Nou	8	10	NousateUo	Noula	Noussatello
├Laa	3	10	Laala	Laacki	Laaut
├emb	10	10	embuscade	embroiUades	embroillados
├hop	2	10	hope	hopffden
├C!o	5	10	C!oninck	C!ompo8tel	C!olumbo
├700┤	1	10	700
├deu	7	10	deughdelycke	deure	deught
├fat	1	10	fatsoen
├yma	5	10	ymant	ymandt	ymandl
├Jua	1	10	Juan
├Ney	2	10	Neyck	Neycken
├bot	4	10	botlatins	boter	botter
├Qua	6	10	Quatro	Quamangh	Quam
├dol	6	10	dolerende	dolance	doleeren
├[si	1	10	[sic
├oft┤	1	10	oft
├cad	5	10	cadambouw	cadembouw	cadems
├Uwe┤	1	10	Uwe
├Mic	1	10	Michiel
├kan┤	1	10	kan
├Wey	3	10	Weylant	Weynich	Weyns
├lol┤	1	9	lol
├lib	5	9	liberale	liberael	liberleyt
├Ste	4	9	Stephanus	Sterck	Stel
├occ	4	9	occasie	occupatie	occupatien
├tha	3	9	thayl	thael	thays
├Ove	4	9	Over	Overschie	Oversten
├Ale	4	9	Alexanders	Alem	Alexander
├hed	4	9	heden	hedigen	hedroegen
├ple	4	9	pleegen	pleyn	plegen
├onm	5	9	onmogelyck	onmachtigh	onmatige
├don	8	9	donderslagh	donckeravont	doncker
├Ges	4	9	Gesar	Geschreven	Geschreeven
