gram	#words	#occurrences	example1	example2	example3
├suU	1	3	suUen
├gry	2	3	grypen	gryp
├Gae	1	3	Gaen
├jal	1	3	jalousie
├spd	1	3	spde
├(la	3	3	(lager	(langhsamerhant	(lale
├Loc	2	3	Lockj	Locki
├808	3	3	8088.4	808920.10	808920:18
├iVi┤	1	3	iVi
├d^e	3	3	d^eylanden	d^erfflanden	d^een
├dei	3	3	dei*waerts	deiiselven	deiendeeren
├ofB	2	3	ofBcieren	ofBcien
├gre	2	3	gretigen	grensen
├380	2	3	3800	38019.19.4
├219┤	1	3	219
├188┤	1	3	188
├306	2	3	3064	30654
├280	3	3	28086	2800	28000
├acb	3	3	acbten	acbterwege	acbabarj
├230	1	3	2300
├ryp┤	1	3	ryp
├113	3	3	1130	113229	113659
├264┤	1	3	264
├Ric	2	3	Richart	Richard
├251┤	1	3	251
├Rab	2	3	Rabisit	Rabiere
├174┤	1	3	174
├üyt	3	3	üytgewrocht	üytterlyck	üyttrecht
├Alb	3	3	Albestierder	Alberto	Albertsz
├nyt┤	1	3	nyt
├v^s┤	1	3	v^s
├inj	3	3	injurien	injurie	injurieuse
├Slr	3	3	Slrados	Slrate	Slraet
├Bos	3	3	Bospoeder	Bosario	Bosschieters
├226┤	1	3	226
├mes┤	1	3	mes
├586	2	3	58600	5862
├124	3	3	124028.3	12463	12489
├675	3	3	6758	67516.8.2	6757:18
├pyp	3	3	pypen	pypers	pype
├Vra	2	3	Vraccura	Vranckryck
├Med	2	3	Mede	Medicis
├Eyn	1	3	Eyndelyck
├rol┤	1	3	rol
├pyl	2	3	pylen	pylooten
├jam	3	3	jammerlyck	jammamaes	jammerlycke
├Yin	1	3	Yinck
├Ire	3	3	Irecken	Ireffelyck	Iresoiren
├131	3	3	13185	13186	1317774
├148	3	3	148579.11.13	14839	1489
├179	3	3	17930	1799	179947
├^nd	1	3	^nde
├nat┤	1	3	nat
├420┤	1	3	420
├enc	3	3	enckel	enckelde	encle
├Sek	2	3	Seker	Sekeren
├Dor	3	3	Dorhout	Dorkay	Dortsman
├255	3	3	2550	255343.16.15	2554
├Bur	2	3	Burgh	Burlamache
├317	3	3	3178	3177	3170
├Per┤	1	3	Per
├153	3	3	153846	153180	1530
├bog	1	3	bogy
├247	3	3	24780	24724	247977
├onu	1	3	onune
├Sup	3	3	Supera	Supply	Suppley
├te'	3	3	te'becomen	te'blyven	te'weeten
├Anh	1	3	Anhay
├199┤	1	3	199
├rat	3	3	ratificeert	rato	rata
├437	3	3	437102	4372	43711:1:3
├104┤	1	3	104
├170	2	3	1707	17000
├115┤	1	3	115
├ean	3	3	eanachoda	eaneel	eannen
├560	2	3	5600	560902
├116	3	3	116419.6.4	11622	11651
├Nap	2	3	Nappra	Napels
├bac	3	3	bacols	back	backte
├bab	2	3	baboe	babar
├ley┤	1	3	ley
├dVe	3	3	dVelcke	dVespondiers	dVedout
├v^n	2	3	v^nt	v^nneer
├427	3	3	427a	427707	42705
├dcs	2	3	dcselve	dcselter
├Sio	1	3	Sionomon
├tot	3	3	totter	tot^dien	tote'/i
├fiu	3	3	fiuyt	fiuytschip	fiuyten
├350	1	3	3500
├oom	3	3	oomsle	oomplem^tos	oomplementos
├ang	3	3	angel	anga	angels
├d^s	1	3	d^selve
├bod	3	3	bode	bodun	body
├sep	2	3	sepulture	separeeren
├iet┤	1	3	iet
├kae	2	3	kaersen	kaerse
├(om	1	3	(omme
├Rod	2	3	Rodrigo	Rodrig
├coU	3	3	coUegie	coUoene	coUegien
├DON┤	1	3	DON
├ANT	3	3	ANTONIO	ANTWOORDE	ANTHONIO
├('t┤	1	3	('t
├Las	3	3	Lascarisen	Lascaresen	Lassen
├8:1	3	3	8:13	8:15	8:10
├Bed	2	3	Bedragende	Bedenckt
├pro┤	1	3	pro
├fan	2	3	fantasie	fanum
├nes	2	3	nest	nestgommen
├Mul	1	3	Muller
├sai┤	1	3	sai
├d*E┤	1	3	d*E
├290┤	1	3	290
├Dal	1	3	Dalo
├waa	3	3	waarby	waardoor	waayen
├118┤	1	3	118
├Tob	3	3	Tobias	Tobel	Tobo
├107┤	1	3	107
├224	3	3	2247	22422	22441
├137	3	3	1377238	1377238:12:12	137200
├oDs	1	3	oDse
├'al	2	3	'als	'aleer
├240┤	1	3	240
├Hco	1	3	Hcomptoir
├ToU	3	3	ToUongh	ToUonghbawangh	ToUa
├358┤	1	3	358
├lac┤	1	3	lac
├123┤	1	3	123
├158┤	1	3	158
├Ayj	2	3	Ayjapaneyck	Ayjapanyeck
├Pon	3	3	Ponnemille	Ponnemillj	Ponnerj
├cir	2	3	circuit	circumferentie
├vns	3	3	vnsselaers	vnspelturicheyt	vnsselen
├kit	2	3	kitsils	kittelende
├aba	3	3	abassyes	abaya	abandonneeren
├288	2	3	28891	2884
├Nev	1	3	Nevens
├Bas	2	3	Bassin	Bassora
├Yic	1	3	Yicerey
├Cel	2	3	Celles	Celebes
├Abd	2	3	Abdul	AbduI
├Arm	2	3	Armuyden	Armenise
├via	2	3	vianden	viant
├wtv	3	3	wtvoeren	wtvoerende	wtvoercnde
├eme	3	3	emeren	emerende	emeeren
├296┤	1	3	296
├Scb	3	3	Scbouten	Scbors	Scbildtpadts
├énd	1	3	énde
├D*E	2	3	D*Engelsen	D*Ed
├Tig	2	3	Tiggil	Tiggit
├ada	2	3	adaer	adap
├Cli	3	3	Cliugers	Clinghse	Cling
├Gus	3	3	Guserate	Gust	Gusman
├Nor	1	3	Noran
├175┤	1	3	175
├lou	3	3	louris	loubac	louba
├205	3	3	205000	20581	2059
├Nal	2	3	Nalla	Nalacca
├Toe	2	3	Toelongh	Toeheel
├pyc	2	3	pyckol	pycol
├ais┤	1	3	ais
├Jae	3	3	Jaere	Jaelaelpour	Jaeger
├Del	3	3	Deli	Delff	Dely
├obe	2	3	obedientie	obedienten
├tom	2	3	tommagon	tomagon
├arc	2	3	archlisticheyt	arcorlinge
├450┤	1	3	450
├iVs┤	1	3	iVs
├103┤	1	3	103
├meu	1	3	meucht
├Act	1	3	Actum
├seh	3	3	sehynenvan	seheytmael	sehrifielycke
├usa	2	3	usantie	usance
├152┤	1	3	152
├l^i┤	1	3	l^i
├eye	2	3	eyereu	eyeren
├1^2┤	1	3	1^2
├Ris	1	3	Risemond
├lyi	2	3	lyiT	lyiiicomsten
├mov	1	3	moveeren
├omb	2	3	ombrengen	ombragie
├lim	3	3	limitatien	limoenen	limiten
├lii	2	3	liiet	liianckeeren
├tem	3	3	temmen	tempeest	temetir
├oul	3	3	oulyser	oulsten	oulraden
├sio	3	3	siouwels	sioupos	sioh
├l'/	3	3	l'/a	l'/i	l'/4
├Pag	1	3	Pagaroyongh
├250	3	3	250000	25000	2500
├'me	3	3	'meede	'meer	'met
├bop	1	3	bopit
├Ich	2	3	Ichona	Ichoua
├Ney┤	1	3	Ney
├tra┤	1	3	tra
├jui	1	3	juist
├Sto	2	3	Storm	Stollen
├Kil	3	3	Kilcapoutj	Kilangh	Kilsil
├Hir	2	3	Hirectelyck	Hirmousa
├slr	2	3	slrydende	slrate
├Out	3	3	Outgorts	Outgers	Outhoorn
├geè	3	3	geèstimeert	geèyschte	geèyndicht
├Hud	2	3	Hudde	Huddde
├102	3	3	1025	10244	1020
├193┤	1	3	193
├Wol	1	3	Wollebrant
├212┤	1	3	212
├118	3	3	118508	1185	118178
├124┤	1	3	124
├Bau	3	3	Baudaens	Bauangh	Bauan
├177	3	3	1774	177Vi	17760
├2^2┤	1	3	2^2
├Boa	1	3	Boanoa
├Mes	2	3	Mesticen	Mestdach
├141	3	3	1410	14188^^/32	14105
├248	3	3	2486	248232:5:1	2484
├157┤	1	3	157
├vet	3	3	veteri	vetachtich	veterj
├Iwi	3	3	Iwie	Iwistsoeckers	Iwintich
├afw	3	3	afwesen	afwerpen	afweeringh
├afv	2	3	afval	afvallen
├aft	1	3	aftreck
├eet┤	1	3	eet
├34^	2	3	34^2	34^1
├Gee┤	1	3	Gee
├Who	2	3	Whoddon	Whotton
├gii	1	3	giilion
├uit	3	3	uitgevallen	uiten	uitgenomen
├ook┤	1	3	ook
├Hfo	1	3	Hfort
├Seg	2	3	Seggende	Segol
├Fid	1	3	Fidalgo
├Pia	1	3	Piacho
├Gak	1	3	Gakialj
├uli	1	3	ulieden
├10:	2	2	10:8	10:1:6
├kra	2	2	krack	kraecken
├Meu	2	2	Meulen	Meulens
├(wi	2	2	(wie	(wiens
├133┤	1	2	133
├(ma	2	2	(maeckende	(maer
├(sp	2	2	(spoelende	(spreeckende
├fcy	2	2	fcyn	fcyne
├Off	1	2	Officieren
├acn┤	1	2	acn
├Nel	2	2	Nelmonam	Nelmoes
├Ato	2	2	Aton	Atoua
├adi	2	2	adin	aditergebleeven
├saw	2	2	sawasse	sawack
├Roo	2	2	Roomse	Rootsche
├Ben┤	1	2	Ben
├Ras	2	2	Rassia	Rasalhj
├Tua	1	2	Tuan
├Myn┤	1	2	Myn
├sno	2	2	snoode	snorrepipen
├Zay	1	2	Zayer
├324	2	2	3244	32475
├202┤	1	2	202
├byl	2	2	byloopers	byleggende
├vve	2	2	vveltigh	vverelt
├Ere	1	2	Eredam
├144┤	1	2	144
├859	2	2	8598	85967
├220	1	2	22000
├.en	1	2	.ende
├ahl	2	2	ahlerliande	ahlaer
├ooe	1	2	ooek
├Nei	1	2	Neira
├hol	2	2	hollantse	holle
├Ten	1	2	Tenimber
├Poi	2	2	Poincte	Poiira
├670	2	2	6702:15	6700
├l>e	2	2	l>enaerstight	l>etaelen
├nak	1	2	nakende
├uyr┤	1	2	uyr
├eni	2	2	enite	enile
├dwi	1	2	dwingen
├Ü.E┤	1	2	Ü.E
├Gua	2	2	Guaro	Guardenys
├anl	2	2	anlwoorde	anlwoort
├gfo	2	2	gfooleiycx	gfont
├Quo	2	2	QuofQmaniere	Quosaemon
├ged┤	1	2	ged
├eén	2	2	eénige	eéniger
├lal	2	2	lalen	laleu
├Mom	2	2	Mominina	Momenin
├Uol	2	2	UolIanders	Uollants
├usu	2	2	usurperen	usurpatie
├sie┤	1	2	sie
├guy	2	2	guyten	guynees
├lyn┤	1	2	lyn
├'Iw	1	2	'Iwelck
├de^	2	2	de^:selven	de^n
├sur	2	2	surrogeeren	surassen
├goo	2	2	gootelingh	gootelingen
├Bay	2	2	Bayren	Baya
├oef	1	2	oeffenen
├Taf	2	2	Taflasoho	Taffascho
├Kou	2	2	Kouinck	Koukercken
├d^E	2	2	d^Ed	d^Engelse
├t^s	1	2	t^samen
├Mot	2	2	Motir	Mottebergharo
├Tah	2	2	Tahane	Tahakeke
├nio	2	2	niousson	niosten
├Voe	2	2	Voerders	Voeren
├w^e	2	2	w^ert	w^elckers
├deo┤	1	2	deo
├624	1	2	6240
├155┤	1	2	155
├hue	1	2	huerhuys
├aul	2	2	aulhoriteyt	aulhorileyt
├dei┤	1	2	dei
├Abr	1	2	Abraham
├(si	2	2	(siende	(siet
├pnn	2	2	pnnt	pnnce
├ric	1	2	richten
├Cuy	2	2	Cuylenbm'gh	Cuylenburgh
├soh	2	2	sohepen	sohaede
├dés	2	2	déselve	désen
├*ts	2	2	*tsware	*tsy
├noi	2	2	noiet	noir
├fai	2	2	failleren	faisanten
├vat┤	1	2	vat
├iuh	2	2	iuhoude	iuhout
├Ooc	1	2	Oock
├tir	2	2	tirannige	tirannigh
├elk	1	2	elkens
├l^s	2	2	l^st	l^sl
├198	2	2	19832.13	19860:11:3
├326	2	2	32662	326481
├182	2	2	18273.8.6	182^2
├bly┤	1	2	bly
├2(K┤	1	2	2(K
├dwe	1	2	dwers
├*tb	2	2	*tbyten	*tbos
├nal	2	2	nalatende	nalie
├Tag	2	2	Tagolissa	Tagalisse
├nan	1	2	nanacht
├pek	2	2	pekepeke	pekapeca
├(le	2	2	(leffens	(lenerael
├Hai	2	2	Hainba	Haitoue
├v^o	2	2	v^oonstee	v^ort
├gen┤	1	2	gen
├jno	2	2	jnochtse	jnocbte
├dpc	1	2	dpch
├yya	2	2	yyanden	yyant
├cat┤	1	2	cat
├lio	2	2	lioogfa	lioch
├Hoi	2	2	Hoioy	Hoilandt
├Kip	2	2	Kippatlis	Kipattj
├^id	1	2	^ide
├Key┤	1	2	Key
├ert	2	2	ertcn	ertoe
├fer	2	2	fergat	fertrocken
├196	2	2	1964.9	196072
├Old	1	2	Oldenburgh
├kri	1	2	kriecken
├ved┤	1	2	ved
├nut	2	2	nutticheyt	nuttigen
├fsy	2	2	fsynwaerts	fsynen
├ehd	1	2	ehde
├(mi	1	2	(mits
├lay	1	2	layl
├522	2	2	52294	52269
├wep	2	2	wepigh	wepich
├tyl	1	2	tyls
├nei	2	2	neifens	neiTens
├Sah	2	2	Sahnander	Saharj
├lOO	2	2	lOOsiecken	lOOO
├chy	2	2	chyna	chyrurgyns
├vit	2	2	vitimo	vituperabile
├370	2	2	3700	37000
├'in┤	1	2	'in
├géb	2	2	gébreck	géberchte
├472┤	1	2	472
├Laf	2	2	Laforce	Laftla
├199	1	2	1991
├821┤	1	2	821
├loe┤	1	2	loe
├Pot	2	2	Pottiga	Pottra
├pot┤	1	2	pot
├(op	1	2	(opt
├I7i┤	1	2	I7i
├dos┤	1	2	dos
├Hsa	2	2	Hsatyn	Hsal
├Joo	1	2	Joost
├Equ	2	2	Equans	Equo
├459┤	1	2	459
├Oja┤	1	2	Oja
├Oia┤	1	2	Oia
├ruc	2	2	ruchtbaer	ruchte
├v\r	2	2	v\raren	v\ras
├Oya	1	2	Oyas
├dul	1	2	dulden
├Job	2	2	Jobor	Joboryten
├ecb	1	2	ecbter
├/*6	2	2	/*6132.7	/*6435
├Yli	2	2	Ylieth	Ylissiogen
├pil	2	2	piloot	piloolen
├Yer	2	2	Yersoeckende	Yerpoorten
├asi	1	2	asia
├340┤	1	2	340
├230┤	1	2	230
├pik	1	2	pikol
├Sae	1	2	Saeyer
├cai	2	2	caingoulonghs	caingoelonghs
├344	2	2	34474	34411
├'en	1	2	'ende
├(al┤	1	2	(al
├545	2	2	5457	545331
├273	2	2	2730	27355.9.8
├ros	1	2	rosewater
├109	2	2	10988	1094
├122	2	2	122978	1228
├249	2	2	24967	249948
├304	2	2	304838.3	304838.3.1
├708	2	2	70882.1.15	70805
├ole┤	1	2	ole
├Kon	1	2	Konnerechittj
├bag	1	2	bagagie
├aCE	2	2	aCEscheyt	aCEslagh
├vfe	2	2	vfemt	vfesen
├Cit	2	2	Citavaqua	Citavaca
├Ano	2	2	Anoraiapure	Anora
├Ouv	2	2	Ouven	Ouva
├Din	2	2	Dinavaqua	Dinghdingh
├Sev	2	2	Sevetta	Seventhienen
├Put	2	2	Putalao	Putten
├Jat	2	2	Jattanura	Jatou
├alg	2	2	algemeenen	algemeynen
├put┤	1	2	put
├rig	2	2	rigoreuste	rigeur
├lli	2	2	lliuynen	lliuys
├mat┤	1	2	mat
├tbr	2	2	tbreeckers	tbroon
├Wid	2	2	Widicum	Widenes
├Nat	2	2	Natiën	Nature
├fae	2	2	faemrovers	faem
├bcs	2	2	bcsich	bcseltinge
├Rua	1	2	Ruanelle
├sem	2	2	semblant	seman
├Hel┤	1	2	Hel
├put	2	2	putten	putalao
├201	2	2	201600	2012
├234	2	2	2341	234I>59
├561┤	1	2	561
├161┤	1	2	161
├209	2	2	209888.18.10	2099
├del┤	1	2	del
├Amo	2	2	Amold	Amout
├Heu	1	2	Heussen
├Gru	1	2	Gruyler
├geU	1	2	geUcentieert
├674┤	1	2	674
├162┤	1	2	162
├Lyn┤	1	2	Lyn
├710┤	1	2	710
├13c	2	2	13corgegoelonghs	13cn
├243┤	1	2	243
├3B0┤	1	2	3B0
├960┤	1	2	960
├fig	2	2	figueren	figuren
├ide	1	2	ider
├^oo	2	2	^oor	^oote
├115	2	2	115534	115^4
├281	2	2	28157	28139:1:8
├zaK┤	1	2	zaK
├138┤	1	2	138
├ata	2	2	atael	atal
├151	2	2	15165	1516S.2.9
├811	2	2	81150	81181
├305┤	1	2	305
├101	2	2	10120	101000
├doi	2	2	doiie	doi|)en
├fum	2	2	fumeren	fumceren
├356	2	2	3568	3560
├kuy	2	2	kuylen	kuyen
├t*a	1	2	t*achterheyt
├256┤	1	2	256
├dez	2	2	dezen	dezer
├457	2	2	457102	4572
├eru	1	2	eruyt
├jem	1	2	jemant
├Chm	1	2	Chmesen
├Uyl	2	2	Uyltrecht	Uylrecht
├942┤	1	2	942
├Wuy	1	2	Wuysthoff
├Juo	2	2	Juoy	Juoyaldaergearriveert
├387	2	2	3870	38780
├phe	1	2	phee
├him┤	1	2	him
├(in┤	1	2	(in
├<^^	2	2	<^^6s	<^^^U
├SVi┤	1	2	SVi
├vai┤	1	2	vai
├Ock	1	2	Ocknea
├kom	1	2	komen
├gpe	2	2	gpelonghs	gpederen
├soU	1	2	soUicitatien
├Fes	2	2	Fesodonne	Fesodonno
├nop	1	2	nopende
├kyc	2	2	kycker	kyckers
├bte	2	2	bten	bteeven
├qna	2	2	qnamen	qnaetwilligen
├bal┤	1	2	bal
├rak	1	2	rakende
├Jec	2	2	Jeckonocamy	Jeckennocamy
├zal	1	2	zale
├Oen	2	2	Oeniemedonne	Oenerael
├Oye	2	2	Oyed	Oyedo
├Ing	2	2	Ingad	Ingd
├dai┤	1	2	dai
├820┤	1	2	820
├Vaz┤	1	2	Vaz
├GON	2	2	GONSALVO	GONDITIEN
├(de┤	1	2	(de
├Ald	1	2	Aldus
├DER	2	2	DERAES	DEROA
├DOM	1	2	DOMINGO
├JER	1	2	JERONIMO
├BEN	1	2	BENTO
├FRE	2	2	FREES	FREMUN
├PED	1	2	PEDRO
├rac	2	2	rachers	rachuyt
├BON	2	2	BONGONOCAMY	BONGONOCACMY
├INS	1	2	INSNOCAMY
├'Is	2	2	'Iselve	'Ischyul
├nab	2	2	nabuyrs	nabuyrige
├Osa	1	2	Osacca
├Goc	2	2	Gocora	Gock
├TAY	2	2	TAYOUAN	TAYOÜAN
├187	2	2	187951	187278
├431	2	2	431974	431681
├orn	1	2	ornamenten
├ard	1	2	arduyn
├lyv	2	2	lyve	lyver
├taf	2	2	tafels	tafel
├boU	2	2	boUekens	boUewerck
├pyn	2	2	pynen	pyne
├zom	1	2	zomer
├Leq	2	2	Lequese	Lequees
├Sat	2	2	Satsima	Satia
├iio	2	2	iioch	iioenders
├125	2	2	125375	125884
├417	2	2	4176:5:3	417640
├Fou	2	2	Fouchima	Foute
├wol	2	2	wolle	wolff
├Ons	1	2	Onsen
├iho	2	2	ihoeten	ihol
├deu┤	1	2	deu
├138	2	2	138689.8	1386
├'co	2	2	'coopmanschappen	'conde
├Jur	2	2	Juriaen	Jurregan
├Hvo	2	2	Hvoordere	Hvolck
├929┤	1	2	929
├smi	2	2	smisse	smits
├aan┤	1	2	aan
├opw	1	2	opwaerts
├133	2	2	1332	133181
├huï	2	2	huïn	huïpe
├Roe	2	2	Roemer	Roeloff
├dou	2	2	dougris	doucken
├bai	2	2	baicken	bailjouw
├hmi┤	1	2	hmi
├yet┤	1	2	yet
├sid	2	2	sidi	sidt
├Bam	2	2	Bama	Bamsia
├/'1	2	2	/'1741	/'1183
├104	2	2	10482.10	104^/4
├Rit	2	2	Ritsart	Ritchard
├284┤	1	2	284
├192┤	1	2	192
├eng	2	2	enge	engen
├Vir	2	2	Virges	Virgowara
├(Co	2	2	(Commandeur	(Code
├190	2	2	190635	19011:16:6
├657	2	2	657772	65790
├220┤	1	2	220
├169	2	2	1697	169111:19:11
├sjo	2	2	sjoupos	sjoncannen
├pou	2	2	poursuite	poutsioc
├pom	2	2	pompleer	pomp
├165	2	2	1657	1653
├/*5	2	2	/*54175	/*577
├246	2	2	24614	2464
├Boc	2	2	Boch	Bocra
├hd>	2	2	hd>ben	hd>beDde
├Mel	2	2	Melconamet	Mellechahan
├len┤	1	2	len
├éen┤	1	2	éen
├pio	1	2	pions
├Cie	2	2	Cierrewetoer	Ciel
├515	2	2	5152	515.17
├402┤	1	2	402
├5^2┤	1	2	5^2
├iot┤	1	2	iot
├iug	2	2	iugeladen	iugewillicht
├216┤	1	2	216
├Bon┤	1	2	Bon
├Lix	1	2	Lixboa
├Vi^	2	2	Vi^ingerla	Vi^olbrant
├lof┤	1	2	lof
├d*C	2	2	d*Comp	d*C!omp
├afd	2	2	afdoeninge	afdrongen
├age	1	2	agent
├ryv	2	2	ryvier	ryviere
├ame	2	2	amen	amenon
├asy	1	2	asyn
├jad	1	2	jadit
├Tin┤	1	2	Tin
├gde	2	2	gdegenlheyt	gdeegen
├888	1	2	8886
├cof	1	2	cofferken
├128┤	1	2	128
├g^i	2	2	g^isponeert	g^ielhadt
├850	1	2	8500
├'da	2	2	'daer	'dan
├191┤	1	2	191
├tyi┤	1	2	tyi
├yoo	1	2	yoors
├sad	1	2	sadels
├pir	2	2	piringbs	pirol
├deh	2	2	dehselve	dehoeckvan
├Dio	2	2	Diosdoeck	Diogo
├alf	2	2	alfandige	alfandigo
├hyd	2	2	hyde	hyden
├gi*	1	2	gi*oote
├558┤	1	2	558
├mde	2	2	mder	mden
├vér	2	2	vérsocht	véraccordeert
├149┤	1	2	149
├.co	2	2	.committers	.cours
├'/a┤	1	2	'/a
├191	2	2	191343	19125
├129	2	2	1298	12927
├cer	2	2	cerlyck	ceremoniën
├Mie	2	2	Miersiamomyn	Mieth
├307	2	2	3076	30738
├478┤	1	2	478
├seb	2	2	sebenckagie	sebeen
├Agu	2	2	Aguada	Agus
├Cbe	2	2	Cbeylon	Cberrebon
├evi	2	2	evidenten	evident
├Loy	1	2	Loys
├dte┤	1	2	dte
├Ate	2	2	Atexander	Atehyn
├nel	2	2	nelten	nelders
├375┤	1	2	375
├289┤	1	2	289
├Nam	2	2	Namen	Namrac
├mut	2	2	mutsjen	mutsjehs
├dob	2	2	dobbelt	dobbelde
├194┤	1	2	194
├556┤	1	2	556
├vey	2	2	veylich	veylige
├Vog	1	2	Vogel
├5^4┤	1	2	5^4
├575┤	1	2	575
├597	2	2	597887.16.12	597a
├fal	2	2	falleert	falscheryen
├DOM┤	1	2	DOM
├PHI	2	2	PHILIPPO	PHILIPO
├WoU	1	2	WoUebrant
├Hor	2	2	Horen	Horhom
├v^n┤	1	2	v^n
├gdi	2	2	gdiaelt	gdieft
├*tv	2	2	*tvaeren	*tvoorleeden
├Ck>	2	2	Ck>ninck	Ck>melis
├Non	1	2	Noncoa
├coD	2	2	coDÜDgh	coDtinghs
├XVI	2	2	XVIII	XVICXLI
├(ov	1	2	(over
├123	2	2	123.8	1230
├gri	2	2	grinnicken	gris
├vva	2	2	vvackeren	vvaerover
├aif	2	2	aifhandich	aifgesonden
├(mo	2	2	(mogelyck	(moeten
├278	2	2	2780.10	27856
├213	2	2	21356.9.8	213260
├SOO┤	1	2	SOO
├tac	2	2	tack	tachta
├Rob	1	2	Roberto
├380┤	1	2	380
├389	2	2	3890	3891
├139	2	2	13950	139291
├'ha	2	2	'hadden	'had
├hor	2	2	horende	hortes
├Gai	2	2	Gaiff	Gaippiteyn
├afh	2	2	afhandelen	afhacken
├Gre	2	2	Greluck	Gressick
├145┤	1	2	145
├sce	1	2	scer
├rek	1	2	rekenschap
├vam	2	2	vamie	vamlen
├/'2	2	2	/'2681	/'286456
├niy┤	1	2	niy
├Ast	1	2	Astra
├Ile	2	2	Ilendrick	Ileere
├Euw	2	2	Euwy	Euwout
├gcm	1	2	gcmelte
├114┤	1	2	114
├dyt	1	2	dytsia
├phy┤	1	2	phy
├pit┤	1	2	pit
├kha	2	2	khanza	khausa
├pha	1	2	phaya
├pha┤	1	2	pha
├how	2	2	howorra	howa
├sry	1	2	srya
├l'J	1	2	l'Jacu
├phi	2	2	phit	phia
├suy┤	1	2	suy
├srj┤	1	2	srj
├hou┤	1	2	hou
├Lii	2	2	Liinouri	Liissidj
├Aml	2	2	Amlwina	Amltoina
├Nau	1	2	Nauw
├Gay┤	1	2	Gay
├nol	2	2	nolabels	nolificeeren
├D^o	2	2	D^onse	D^oude
├Beh	1	2	Behalven
├Soy	1	2	Soya
├474┤	1	2	474
├d*i	2	2	d*inwoonderen	d*ingesetenen
├17S┤	1	2	17S
├Iha	2	2	Ihamau	Ihamaui
├Uae	2	2	Uaeese	Uaer
├iuy	2	2	iuyden	iuyl
├byt┤	1	2	byt
├top	2	2	toppen	toptafel
├uie	1	2	uiet
├iia	1	2	iiaer
├364	2	2	36461	3648
├332┤	1	2	332
├523	2	2	52350	5234
├128	2	2	12800	1282
├uoo	2	2	uoode	uoopende
├afb	2	2	afbetalinge	afbreuck
├wa^	2	2	wa^en	wa^van
├elc┤	1	2	elc
├108┤	1	2	108
├s'C	2	2	s'Comp	s'Conip
├afl┤	1	2	afl
├206┤	1	2	206
├468┤	1	2	468
├arg	2	2	argecomen	argumenten
├vql	2	2	vqldaen	vqlcht
├950	2	2	9501	9500
├Lah	2	2	Lahor	Lahou
├Asa	1	2	Asalatchan
├sél	1	2	sélve
├204	2	2	2044	20488
├227	2	2	2276	22700
├228	1	2	228960
├188	1	2	188680
├197	2	2	1970	19795
├sif	1	2	sift
├kar	1	2	karren
├ges┤	1	2	ges
├6^1┤	1	2	6^1
├147┤	1	2	147
├Wis	1	2	Wissondas
├301	2	2	30164	301390
├1'a	2	2	1'ayouanse	1'anara
├520┤	1	2	520
├S^s┤	1	2	S^s
├roU	1	2	roUe
├La-	1	2	La-ala
├w^l	2	2	w^lck	w^licht
├Doe	2	2	Doen	Doely
├Gib	1	2	Giborj
├ann	1	2	anno
├inq	2	2	inquireeren	inquireerende
├dii	2	2	diio	diifideDtie
├345┤	1	2	345
├vnn	2	2	vnnden	vnnt
├gur	1	2	gurgeletten
├760┤	1	2	760
├231┤	1	2	231
├nom	2	2	nominatie	nomineere
├fsa	2	2	fsamen	fsampt
├184┤	1	2	184
├366┤	1	2	366
├481┤	1	2	481
├«en┤	1	2	«en
├Dil	2	2	Dilly	Dilley
├27e	1	2	27en
├i*e	2	2	i*ealen	i*edout
├Rec	2	2	Recht	Rechlwaerde
├AAR	2	2	AARON	AARo
├BAC	1	2	BACKER
├uye	2	2	uyere	uyeren
├113┤	1	2	113
├Ije	1	2	Ijen
├Bee	2	2	Beeren	Beert
├mol	2	2	molest	molesteeren
├sos	2	2	sossen	sosson
├.Ma	2	2	.Maart	.Mangsor
├Tvn	1	2	Tvnst
├apr	2	2	aproches	aprobeeren
├414	2	2	41424	41400
├Gat	2	2	Gatton	Gattee
├Wou	1	2	Wouter
├Hey┤	1	2	Hey
├Kef	1	2	KefBngh
├376	2	2	37625	3766
├813┤	1	2	813
├Ren	2	2	Reneer	Rentdorp
├Hoc	2	2	Hocha	Hoclia
├cub	1	2	cubebe
├con┤	1	2	con
├wiU	2	2	wiUe	wiUende
├Not	2	2	Notsingh	Nota
├Tor	2	2	Torbaya	Tortugeesen
├126┤	1	2	126
├477┤	1	2	477
├900	1	2	9000
├d^f	1	2	d^fluyt
├Wyr	1	2	Wyrga
├d*j	2	2	d*joncke	d*jonck
├Dry	1	2	Drye
├myw	1	2	mywaerts
├6^4┤	1	2	6^4
├wyc	1	2	wycken
├Hmo	2	2	Hmondelingh	Hmouson
├AfU	2	2	AfUwoordl	AfUwoart
├ost	1	2	ostagie
├AnI	1	2	AnIwoorL
├byw	2	2	byweesen	bywyven
├lyb	2	2	lyber	lybefalycken
├*Ti	1	2	*Tis
├gaa	2	2	gaat	gaan
├wèl┤	1	2	wèl
├Ryc	2	2	Ryck	Rycxdaelders
├syu	2	2	syude	syuen
├156	1	2	15616
├Toc	1	2	Tocheo
├Tus	2	2	Tusschen	Tussehen
├Eco┤	1	2	Eco
├weu	2	2	weusch	weuschte
├rid	2	2	ridder	ridderschappen
├134	2	2	1345	13480:1
├Kak	1	2	Kakialj
├Elj┤	1	2	Elj
├Tal	2	2	Talucobessj	Talaha
