gram	#words	#occurrences	example1	example2	example3
ico┤	3	15	Tico	risico	pico
dts┤	9	15	stadts	Godts	Nederlandts
msz┤	3	15	Willemsz	WUIemsz	WiUemsz
lcq┤	3	15	tolcq	volcq	cryghsvolcq
iep┤	6	15	diep	verliep	liep
kse┤	9	15	Turckse	Malackse	jaerlyckse
dra┤	9	15	Endra	soodra	w^dra
cay┤	6	15	Orangcay	Romacay	Homacay
ham┤	4	15	Braham	Abraham	inham
uey┤	2	15	Quey	IiiQuey
tst┤	6	15	geplaetst	laetst	gequetst
gat┤	5	15	fregat	Magat	fergat
jan┤	6	15	Maejan	Maqjan	Macjan
iff┤	7	15	haiff	defensiff	motiff
seu┤	12	15	Tidoreseu	huyseu	plaetseu
ugh┤	9	15	ververssiugh	genough	terugh
cau┤	5	15	Maccau	matlacau	mattacau
├Son┤	1	15	Son
dis┤	8	15	Lissidis	Assahoudis	chindis
obo┤	3	15	Caybobo	Gaybobo	Tobo
eed┤	3	15	gereed	sneed	deed
bap┤	6	15	vruntscbap	gesantscbap	condscbap
├140┤	1	15	140
osa┤	4	15	Formosa	Mandiosa	Fermosa
ncs┤	4	15	Conincs	Gonincs	Hertsincs
├oyt┤	1	14	oyt
olt┤	5	14	rolt	Westerwolt	Weslerwolt
rve┤	4	14	gestorve	Verve	Werve
600┤	6	14	4600	58600	201600
├cap┤	1	14	cap
aut┤	8	14	Ceram-Laut	benaut	vaut
rel┤	6	14	vrel	correl	wrel
orj┤	5	14	Ciborj	Ceborj	Latalorj
alo┤	6	14	Galo	Tabinalo	Gonsalo
cor┤	2	14	corcor	Honcor
ulo┤	5	14	Assahoulo	Poulo	Pulo
dos┤	8	14	casados	Slrados	embroillados
├wyn┤	1	14	wyn
zen┤	8	14	Portugezen	voorlezen	S^JanThyszen
iga┤	4	14	Pottiga	bariga	galliga
fyt┤	1	14	proffyt
